season,episode,code,index_title,title,words,url,file
7,13,0713,713 Rosita Dies,The One Where Rosita Dies,4646,https://edersoncorbari.github.io/friends-scripts/season/0713.html,transcripts/season-07/s07e13-713-rosita-dies.txt
7,14,0714,714 They All Turn Thirty,The One Where They All Turn Thirty,4156,https://edersoncorbari.github.io/friends-scripts/season/0714.html,transcripts/season-07/s07e14-714-they-all-turn-thirty.txt
7,15,0715,715 Joey's New Brain,The One With Joey’s New Brain,4650,https://edersoncorbari.github.io/friends-scripts/season/0715.html,transcripts/season-07/s07e15-715-joey-s-new-brain.txt
7,16,0716,716 The Truth About London,The One With The Truth About London,4963,https://edersoncorbari.github.io/friends-scripts/season/0716.html,transcripts/season-07/s07e16-716-the-truth-about-london.txt
7,17,0717,717 The Cheap Wedding Dress,The One With The Cheap Wedding Dress,3772,https://edersoncorbari.github.io/friends-scripts/season/0717.html,transcripts/season-07/s07e17-717-the-cheap-wedding-dress.txt
7,18,0718,718 Joey's Award,The One With Joey’s Award,3630,https://edersoncorbari.github.io/friends-scripts/season/0718.html,transcripts/season-07/s07e18-718-joey-s-award.txt
7,19,0719,719 Ross And Monica's Cousin,The One With Ross and Monica’s Cousin,3745,https://edersoncorbari.github.io/friends-scripts/season/0719.html,transcripts/season-07/s07e19-719-ross-and-monica-s-cousin.txt
7,20,0720,720 Rachel's Big Kiss,The One With Rachel’s Big Kiss,3687,https://edersoncorbari.github.io/friends-scripts/season/0720.html,transcripts/season-07/s07e20-720-rachel-s-big-kiss.txt
7,21,0721,721 The Vows,The One With The Vows,3802,https://edersoncorbari.github.io/friends-scripts/season/0721.html,transcripts/season-07/s07e21-721-the-vows.txt
7,22,0722,722 Chandler's Dad,The One With Chandler’s Dad,3781,https://edersoncorbari.github.io/friends-scripts/season/0722.html,transcripts/season-07/s07e22-722-chandler-s-dad.txt
7,23,0723,723 Chandler And Monica's Wedding,The One With Chandler and Monica’s Wedding,7029,https://edersoncorbari.github.io/friends-scripts/season/0723.html,transcripts/season-07/s07e23-723-chandler-and-monica-s-wedding.txt
7,special,07outtakes,724 outtakesFriends Special: The Stuff You've Never Seen,Friends: The Stuff You’ve Never Seen,3611,https://edersoncorbari.github.io/friends-scripts/season/07outtakes.html,transcripts/season-07/s07especial-724-outtakesfriends-special-the-stuff-you-ve-never-seen.txt
8,01,0801,"801 ""I Do""","The One After ""I Do""",3631,https://edersoncorbari.github.io/friends-scripts/season/0801.html,transcripts/season-08/s08e01-801-i-do.txt
8,02,0802,802 The Red Sweater,The One With The Red Sweater,3581,https://edersoncorbari.github.io/friends-scripts/season/0802.html,transcripts/season-08/s08e02-802-the-red-sweater.txt
8,03,0803,803 Rachel Tells...,The One Where Rachel Tells…,3573,https://edersoncorbari.github.io/friends-scripts/season/0803.html,transcripts/season-08/s08e03-803-rachel-tells.txt
8,04,0804,804 The Videotape,The One With The Videotape,3577,https://edersoncorbari.github.io/friends-scripts/season/0804.html,transcripts/season-08/s08e04-804-the-videotape.txt
8,05,0805,805 Rachel's Date,The One With Rachel’s Date,3928,https://edersoncorbari.github.io/friends-scripts/season/0805.html,transcripts/season-08/s08e05-805-rachel-s-date.txt
8,06,0806,806 The Halloween Party,The One With The Halloween Party,3753,https://edersoncorbari.github.io/friends-scripts/season/0806.html,transcripts/season-08/s08e06-806-the-halloween-party.txt
8,07,0807,807 The Stain,The One With The Stain,3561,https://edersoncorbari.github.io/friends-scripts/season/0807.html,transcripts/season-08/s08e07-807-the-stain.txt
8,08,0808,808 The Stripper,The One With The Stripper,3777,https://edersoncorbari.github.io/friends-scripts/season/0808.html,transcripts/season-08/s08e08-808-the-stripper.txt
8,09,0809,809 The Rumor,The One With The Rumor,3676,https://edersoncorbari.github.io/friends-scripts/season/0809.html,transcripts/season-08/s08e09-809-the-rumor.txt
8,10,0810,810 Monica's Boots,The One With Monica’s Boots,3823,https://edersoncorbari.github.io/friends-scripts/season/0810.html,transcripts/season-08/s08e10-810-monica-s-boots.txt
8,11,0811,811 Ross's Step Forward,The One With Ross’ Big Step Forward,3262,https://edersoncorbari.github.io/friends-scripts/season/0811.html,transcripts/season-08/s08e11-811-ross-s-step-forward.txt
8,12,0812,812 Joey Dates Rachel,The One Where Joey Dates Rachel,3696,https://edersoncorbari.github.io/friends-scripts/season/0812.html,transcripts/season-08/s08e12-812-joey-dates-rachel.txt
8,13,0813,813 Chandler Takes A Bath,The One Where Chandler Takes a Bath,3257,https://edersoncorbari.github.io/friends-scripts/season/0813.html,transcripts/season-08/s08e13-813-chandler-takes-a-bath.txt
8,14,0814,814 The Secret Closet,The One With The Secret Closet,3539,https://edersoncorbari.github.io/friends-scripts/season/0814.html,transcripts/season-08/s08e14-814-the-secret-closet.txt
8,15,0815,815 The Birthing Video,815 The Birthing Video,3632,https://edersoncorbari.github.io/friends-scripts/season/0815.html,transcripts/season-08/s08e15-815-the-birthing-video.txt
8,16,0816,816 Joey Tells Rachel,The One Where Joey Tells Rachel,3160,https://edersoncorbari.github.io/friends-scripts/season/0816.html,transcripts/season-08/s08e16-816-joey-tells-rachel.txt
8,17,0817,817 The Tea Leaves,The One With The Tea Leaves,3443,https://edersoncorbari.github.io/friends-scripts/season/0817.html,transcripts/season-08/s08e17-817-the-tea-leaves.txt
8,18,0818,818 In Massapequa,The One In Massapequa,3363,https://edersoncorbari.github.io/friends-scripts/season/0818.html,transcripts/season-08/s08e18-818-in-massapequa.txt
8,19,0819,819 Joey's Interview,The One With Joey’s Interview,4531,https://edersoncorbari.github.io/friends-scripts/season/0819.html,transcripts/season-08/s08e19-819-joey-s-interview.txt
8,20,0820,820 The Baby Shower,The One With The Baby Shower,4090,https://edersoncorbari.github.io/friends-scripts/season/0820.html,transcripts/season-08/s08e20-820-the-baby-shower.txt
8,21,0821,821 The Cooking Class,The One With The Cooking Class,3669,https://edersoncorbari.github.io/friends-scripts/season/0821.html,transcripts/season-08/s08e21-821-the-cooking-class.txt
8,22,0822,822 Rachel Is Late,The One Where Rachel Is Late,3388,https://edersoncorbari.github.io/friends-scripts/season/0822.html,transcripts/season-08/s08e22-822-rachel-is-late.txt
8,23,0823,823 Rachel Has A Baby,The One Where Rachel Has A Baby,6799,https://edersoncorbari.github.io/friends-scripts/season/0823.html,transcripts/season-08/s08e23-823-rachel-has-a-baby.txt
9,01,0901,901 No One Proposes,The One Where No One Proposes,3382,https://edersoncorbari.github.io/friends-scripts/season/0901.html,transcripts/season-09/s09e01-901-no-one-proposes.txt
9,02,0902,902 Emma Cries,The One Where Emma Cries,3614,https://edersoncorbari.github.io/friends-scripts/season/0902.html,transcripts/season-09/s09e02-902-emma-cries.txt
9,03,0903,903 The Pediatrician,903 - The One With The Pediatrician,3392,https://edersoncorbari.github.io/friends-scripts/season/0903.html,transcripts/season-09/s09e03-903-the-pediatrician.txt
9,04,0904,904 The Sharks,904 - The One With The Sharks,3357,https://edersoncorbari.github.io/friends-scripts/season/0904.html,transcripts/season-09/s09e04-904-the-sharks.txt
9,05,0905,905 Phoebe's Birthday Dinner,905 - The One With Phoebe�s Birthday Dinner,3629,https://edersoncorbari.github.io/friends-scripts/season/0905.html,transcripts/season-09/s09e05-905-phoebe-s-birthday-dinner.txt
9,06,0906,906 The Male Nanny,906 - The One With The Male Nanny (200th episode),5516,https://edersoncorbari.github.io/friends-scripts/season/0906.html,transcripts/season-09/s09e06-906-the-male-nanny.txt
9,07,0907,907 Ross's Inappropriate Song,907 - The One With Ross's Inappropriate Song,4132,https://edersoncorbari.github.io/friends-scripts/season/0907.html,transcripts/season-09/s09e07-907-ross-s-inappropriate-song.txt
9,08,0908,908 Rachel's Other Sister,908 - The One With Rachel's Other Sister,4470,https://edersoncorbari.github.io/friends-scripts/season/0908.html,transcripts/season-09/s09e08-908-rachel-s-other-sister.txt
9,09,0909,909 Rachel's Phone Number,909 Rachel's Phone Number,4228,https://edersoncorbari.github.io/friends-scripts/season/0909.html,transcripts/season-09/s09e09-909-rachel-s-phone-number.txt
9,10,0910,910 Christmas In Tulsa,"Friends

The One With Christmas In Tulsa",3973,https://edersoncorbari.github.io/friends-scripts/season/0910.html,transcripts/season-09/s09e10-910-christmas-in-tulsa.txt
9,11,0911,911 Rachel Goes Back To Work,911 Rachel Goes Back To Work,3492,https://edersoncorbari.github.io/friends-scripts/season/0911.html,transcripts/season-09/s09e11-911-rachel-goes-back-to-work.txt
9,12,0912,912 Phoebe's Rats,912 Phoebe's Rats,3574,https://edersoncorbari.github.io/friends-scripts/season/0912.html,transcripts/season-09/s09e12-912-phoebe-s-rats.txt
9,13,0913,913 Monica Sings,913 Monica Sings,4067,https://edersoncorbari.github.io/friends-scripts/season/0913.html,transcripts/season-09/s09e13-913-monica-sings.txt
9,14,0914,914 The Blind Dates,914 The One With the Blind Dates,3849,https://edersoncorbari.github.io/friends-scripts/season/0914.html,transcripts/season-09/s09e14-914-the-blind-dates.txt
9,15,0915,915 The Mugging,915 The Mugging,4032,https://edersoncorbari.github.io/friends-scripts/season/0915.html,transcripts/season-09/s09e15-915-the-mugging.txt
9,16,0916,916 The Boob Job,916 - The One With The Boob Job,3586,https://edersoncorbari.github.io/friends-scripts/season/0916.html,transcripts/season-09/s09e16-916-the-boob-job.txt
9,17,0917,917 The Memorial Service,"Friends

917 - The One With The Memorial Service",3910,https://edersoncorbari.github.io/friends-scripts/season/0917.html,transcripts/season-09/s09e17-917-the-memorial-service.txt
9,18,0918,918 The Lottery,"Friends

918 - The one with the lottery",4041,https://edersoncorbari.github.io/friends-scripts/season/0918.html,transcripts/season-09/s09e18-918-the-lottery.txt
9,19,0919,919 Rachel's Dream,"Friends
919 - The one with Rachel's dream",3903,https://edersoncorbari.github.io/friends-scripts/season/0919.html,transcripts/season-09/s09e19-919-rachel-s-dream.txt
9,20,0920,920 The Soap Opera Party,"Friends
920 - The One With The Soap Opera Party",4045,https://edersoncorbari.github.io/friends-scripts/season/0920.html,transcripts/season-09/s09e20-920-the-soap-opera-party.txt
9,21,0921,921 The Fertility Test,"Friends

921 - The one with the fertility test",3980,https://edersoncorbari.github.io/friends-scripts/season/0921.html,transcripts/season-09/s09e21-921-the-fertility-test.txt
9,22,0922,922 The Donor,"Friends

922 - The one with the donor",4184,https://edersoncorbari.github.io/friends-scripts/season/0922.html,transcripts/season-09/s09e22-922-the-donor.txt
9,23-24,0923-0924,923-924 In Barbados,"Friends

923 - 924 - The one in Barbados",8530,https://edersoncorbari.github.io/friends-scripts/season/0923-0924.html,transcripts/season-09/s09e23-24-923-924-in-barbados.txt
10,01,1001,1001 Joey and Rachel Kiss,1001 - The One After Joey And Rachel Kiss,4716,https://edersoncorbari.github.io/friends-scripts/season/1001.html,transcripts/season-10/s10e01-1001-joey-and-rachel-kiss.txt
10,02,1002,1002 Ross Is Fine,1002 - The One Where Ross Is Fine,3465,https://edersoncorbari.github.io/friends-scripts/season/1002.html,transcripts/season-10/s10e02-1002-ross-is-fine.txt
10,03,1003,1003 Ross's Tan,"Friends

1003 - The One With Ross' Tan",3949,https://edersoncorbari.github.io/friends-scripts/season/1003.html,transcripts/season-10/s10e03-1003-ross-s-tan.txt
10,04,1004,1004 The Cake,"Friends

1004 - The One With The Cake",4135,https://edersoncorbari.github.io/friends-scripts/season/1004.html,transcripts/season-10/s10e04-1004-the-cake.txt
10,05,1005,1005  Rachel's Sister Babysits,"Friends

1005 - The One Where Rachel's Sister Baby-sits",4627,https://edersoncorbari.github.io/friends-scripts/season/1005.html,transcripts/season-10/s10e05-1005-rachel-s-sister-babysits.txt
10,06,1006,1006  Ross's Grant,"Friends

1006 - The One With Ross' Grant",4322,https://edersoncorbari.github.io/friends-scripts/season/1006.html,transcripts/season-10/s10e06-1006-ross-s-grant.txt
10,07,1007,1007 The Home Study,"Friends

1007 - The One With The Home Study",4252,https://edersoncorbari.github.io/friends-scripts/season/1007.html,transcripts/season-10/s10e07-1007-the-home-study.txt
10,08,1008,1008 The Late Thanksgiving,"Friends

1008 - The One With The Late Thanksgiving",4446,https://edersoncorbari.github.io/friends-scripts/season/1008.html,transcripts/season-10/s10e08-1008-the-late-thanksgiving.txt
10,09,1009,1009 The Birth Mother,"Friends

1009 - The One With The Birth Mother",4253,https://edersoncorbari.github.io/friends-scripts/season/1009.html,transcripts/season-10/s10e09-1009-the-birth-mother.txt
10,10,1010,1010 Chandler Gets Caught,"Friends

1010 - The One Where Chandler Gets Caught",3877,https://edersoncorbari.github.io/friends-scripts/season/1010.html,transcripts/season-10/s10e10-1010-chandler-gets-caught.txt
10,11,1011,1011 The Stripper Cries,"Friends

1011 - The One Where The Stripper Cries",4666,https://edersoncorbari.github.io/friends-scripts/season/1011.html,transcripts/season-10/s10e11-1011-the-stripper-cries.txt
10,12,1012,1012  Phoebe's Wedding,"Friends

1012 - The One With Phoebe's Wedding",5149,https://edersoncorbari.github.io/friends-scripts/season/1012.html,transcripts/season-10/s10e12-1012-phoebe-s-wedding.txt
10,13,1013,1013 Joey Speaks French,"Friends

1013 - The One Where Joey Speaks French",3889,https://edersoncorbari.github.io/friends-scripts/season/1013.html,transcripts/season-10/s10e13-1013-joey-speaks-french.txt
10,14,1014,1014 Princess Consuela,"Friends

1014 - The One With Princess Consuela",4030,https://edersoncorbari.github.io/friends-scripts/season/1014.html,transcripts/season-10/s10e14-1014-princess-consuela.txt
10,15,1015,1015 Estelle Dies,"Friends

1015 - The One Where Estelle Dies",3690,https://edersoncorbari.github.io/friends-scripts/season/1015.html,transcripts/season-10/s10e15-1015-estelle-dies.txt
10,16,1016,1016 Rachel's Going Away Party,"Friends

1016 - The One With Rachel's Going Away Party",3778,https://edersoncorbari.github.io/friends-scripts/season/1016.html,transcripts/season-10/s10e16-1016-rachel-s-going-away-party.txt
10,17-18,1017-1018,"1017-1018 The Last One, Part I & II","Friends

1017-1018 - The Last One",7337,https://edersoncorbari.github.io/friends-scripts/season/1017-1018.html,transcripts/season-10/s10e17-18-1017-1018-the-last-one-part-i-ii.txt
